Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,18,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,19,38.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,20,31.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,21,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,22,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,23,40.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,0,44,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,1,45.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,2,51,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,3,51.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,4,53.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,5,44.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,6,43,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,7,45.4,UG/M3,1 Hr,Valid
