Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,14,190,4,130.9,104.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,15,190,4,131.4,88.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,16,190,4,131.9,93,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,17,190,4,131.2,95.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,18,190,4,131.4,129.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,19,193,4,137.8,145.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,20,195,4,140.7,183.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,21,195,4,140.7,202.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,22,196,4,142.9,188.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,23,197,4,145.1,108.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,0,198,4,146.8,103.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,1,200,4,149.7,107.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,2,203,5,152.2,86.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,3,204,5,153.6,84.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,4,205,5,154.4,82.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,5,205,5,154.7,113.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,6,205,5,154.9,261.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,7,203,5,152.3,282.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,8,200,4,149.9,195,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,9,197,4,145.3,224.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,10,195,4,139.9,210.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,11,192,4,135.7,164.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,12,192,4,135.1,207.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,13,192,4,134.8,189.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,14,192,4,134,139.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,15,191,4,133.8,105.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,16,191,4,133.5,101.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,17,191,4,133.4,97.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,18,191,4,132.3,67.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,19,187,4,125.2,87.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,20,183,4,117.5,73.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,21,181,4,113.2,73.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,22,178,4,108.2,86.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/11/2016,2016,12,11,23,176,4,104.3,95,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,0,175,4,101.8,94.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,1,173,4,98.7,88.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,2,171,4,94.7,82.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,3,170,4,91.6,77.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,4,168,4,88.8,80.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,5,167,4,85.7,87.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,6,165,4,82.9,92.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,7,164,4,81.4,97.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,8,163,4,79.4,92.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,9,163,4,78.3,102.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,10,162,4,77.1,117.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,11,162,4,75.9,104,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,12,161,4,74.2,133.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,13,160,4,72.3,94,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,14,159,4,70.5,65.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,15,158,4,68.4,39.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,16,157,4,66.5,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,17,156,4,64.7,31,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,18,155,4,63,31.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,19,154,4,61.3,40.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,20,153,4,59.2,47.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,21,152,4,57.6,43.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,22,151,4,56.1,56.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/12/2016,2016,12,12,23,148,3,54.5,54.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,0,147,3,54.2,49.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,1,142,3,52.1,46.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,2,138,3,50.6,31,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,3,138,3,50.6,32.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,4,140,3,51.4,37.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,5,142,3,52.3,46.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,6,144,3,53.1,49.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,7,145,3,53.5,49.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,8,144,3,53,53.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,9,143,3,52.5,65.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,10,142,3,52.2,80.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,11,141,3,51.8,96.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,12,140,3,51.2,84,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,13,139,3,50.8,57.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,14,137,3,50.3,63.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,15,138,3,50.4,58.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,16,138,3,50.6,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,17,139,3,50.8,49.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,18,147,3,54.3,40.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,19,151,4,56,28.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,20,152,4,56.6,36.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,21,152,4,56.9,35.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,22,152,4,56.6,47.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/13/2016,2016,12,13,23,151,4,55.7,40.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,0,146,3,53.8,39.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,1,142,3,52.3,34,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,2,141,3,51.9,34,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,3,139,3,50.8,36.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,4,136,3,49.9,42.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,5,135,3,49.2,130.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,6,134,3,48.8,91,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,7,134,3,49.1,62.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,8,137,3,50.1,59.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,9,138,3,50.7,59,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,10,139,3,51.1,58.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,11,139,3,51,50.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,12,139,3,50.8,48.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,13,138,3,50.6,46.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,14,139,3,51.1,38,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,15,138,3,50.7,37.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,16,137,3,50.2,32.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,17,135,3,49.3,39.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,18,124,3,44.7,48.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,19,117,3,42,52,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,20,113,3,40.3,51.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,21,108,3,38.5,44.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,22,105,3,37,46.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/14/2016,2016,12,14,23,102,3,36,34.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,0,99,2,35,34.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,1,97,2,33.9,47.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,2,95,2,33.1,24.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,3,94,2,32.6,22.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,4,93,2,32.3,20,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,5,93,2,32.1,21.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,6,92,2,31.4,25.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,7,90,2,30.5,23.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,8,88,2,29.8,16.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,9,87,2,29,23.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,10,87,2,29.1,33.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,11,86,2,28.7,27.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,12,86,2,28.9,22.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,13,87,2,29.2,26.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,14,87,2,29.1,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,15,88,2,29.9,29.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,16,90,2,30.6,26.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,17,92,2,31.7,23.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,18,94,2,32.7,27.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,19,96,2,33.5,34.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,20,99,2,35.1,33.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,21,105,3,37.2,44.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,22,109,3,38.8,37.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/15/2016,2016,12,15,23,113,3,40.3,40,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,0,117,3,42.1,42.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,1,122,3,44.2,45.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,2,126,3,45.5,41.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,3,129,3,46.7,41.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,4,131,3,47.6,45,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,5,133,3,48.6,45.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,6,137,3,50,45.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,7,140,3,51.4,62.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,8,144,3,52.8,66.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,9,148,3,54.4,62.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,10,151,4,56.2,68.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,11,152,4,57.6,73,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,12,153,4,58.8,72.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,13,153,4,60.2,57.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,14,154,4,61.9,53,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,15,155,4,62.9,53.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,16,156,4,64.4,50.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,17,158,4,68.6,55.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,18,159,4,70.2,62.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,19,160,4,72.6,68.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,20,161,4,74.7,72.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,21,162,4,76.5,88.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,22,162,4,77.6,69.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/16/2016,2016,12,16,23,162,4,77.6,69.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,0,162,4,77.3,75.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,1,162,4,77.1,85.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,2,162,4,77.6,67.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,3,163,4,77.8,77.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,4,163,4,78.2,144.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,5,163,4,79,83.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,6,163,4,79.7,105.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,7,163,4,79.7,111,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,8,164,4,79.9,111.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,9,163,4,79.7,88.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/17/2016,2016,12,17,10,163,4,79.3,67,UG/M3,1 Hr,Valid
